Gene_name,Gene_name,biotype,gene_length,Ensembl_ID
CG8850,CG8850,protein_coding,2260,FBgn0033708
salto,salto,protein_coding,3065,FBgn0061197
CG17739,CG17739,protein_coding,2830,FBgn0033710
CG30203,CG30203,protein_coding,2877,FBgn0050203
CG30046,CG30046,protein_coding,2986,FBgn0050046
lncRNA:CR44316,lncRNA:CR44316,ncRNA,262,FBgn0265375
mIF3,mIF3,protein_coding,1499,FBgn0033712
CG8841,CG8841,protein_coding,3652,FBgn0033713
garz,garz,protein_coding,6954,FBgn0264560
tRNA:His-GTG-1-1,tRNA:His-GTG-1-1,tRNA,72,FBgn0050249
tRNA:His-GTG-1-2,tRNA:His-GTG-1-2,tRNA,72,FBgn0050250
tRNA:His-GTG-1-3,tRNA:His-GTG-1-3,tRNA,72,FBgn0050251
CG8490,CG8490,protein_coding,835,FBgn0033715
tRNA:His-GTG-1-4,tRNA:His-GTG-1-4,tRNA,72,FBgn0011878
tRNA:His-GTG-2-1Psi,tRNA:His-GTG-2-1Psi,pseudogene,72,FBgn0011877
CG34021,CG34021,protein_coding,760,FBgn0054021
Den1,Den1,protein_coding,1406,FBgn0033716
CG8839,CG8839,protein_coding,2342,FBgn0033717
ana3,ana3,protein_coding,6284,FBgn0266111
CG30047,CG30047,protein_coding,2809,FBgn0050047
CG30049,CG30049,protein_coding,2796,FBgn0050049
CG30043,CG30043,protein_coding,3082,FBgn0050043
CR33013,CR33013,pseudogene,2636,FBgn0053013
CG33012,CG33012,protein_coding,2849,FBgn0053012
CG13160,CG13160,protein_coding,2736,FBgn0033720
CG13159,CG13159,protein_coding,393,FBgn0033721
Cpr49Aa,Cpr49Aa,protein_coding,584,FBgn0050045
Cpr49Ab,Cpr49Ab,protein_coding,852,FBgn0050042
CG13155,CG13155,protein_coding,751,FBgn0033723
CG8501,CG8501,protein_coding,1077,FBgn0033724
Cpr49Ac,Cpr49Ac,protein_coding,2117,FBgn0033725
Cpr49Ad,Cpr49Ad,protein_coding,683,FBgn0033726
Or49a,Or49a,protein_coding,1191,FBgn0033727
CG30048,CG30048,protein_coding,4133,FBgn0050048
Cpr49Ae,Cpr49Ae,protein_coding,1186,FBgn0033728
Cpr49Af,Cpr49Af,protein_coding,1056,FBgn0033729
Cpr49Ag,Cpr49Ag,protein_coding,650,FBgn0033730
CG30050,CG30050,protein_coding,670,FBgn0050050
CG33626,CG33626,protein_coding,504,FBgn0053626
CG33627,CG33627,protein_coding,552,FBgn0053627
Cpr49Ah,Cpr49Ah,protein_coding,990,FBgn0033731
CG13157,CG13157,protein_coding,1904,FBgn0033732
CG42782,CG42782,protein_coding,599,FBgn0261853
CR46027,CR46027,pseudogene,590,FBgn0267691
CG8834,CG8834,protein_coding,1832,FBgn0033733
CG8520,CG8520,protein_coding,2134,FBgn0033734
Dera,Dera,protein_coding,1378,FBgn0033735
CG13154,CG13154,protein_coding,918,FBgn0033736
Nup54,Nup54,protein_coding,2048,FBgn0033737
CG43204,CG43204,protein_coding,641,FBgn0262840
DUBAI,DUBAI,protein_coding,4118,FBgn0033738
Tmem18,Tmem18,protein_coding,676,FBgn0050051
Dyb,Dyb,protein_coding,3990,FBgn0033739
CG30334,CG30334,protein_coding,638,FBgn0050334
Lac,Lac,protein_coding,2156,FBgn0010238
dgt5,dgt5,protein_coding,2300,FBgn0033740
CG8545,CG8545,protein_coding,2949,FBgn0033741
Nepl10,Nepl10,protein_coding,2107,FBgn0033742
Dh44-R2,Dh44-R2,protein_coding,3278,FBgn0033744
CG34234,CG34234,protein_coding,616,FBgn0085263
fdl,fdl,protein_coding,3724,FBgn0045063
s-cup,s-cup,protein_coding,2184,FBgn0050044
vis,vis,protein_coding,2211,FBgn0033748
achi,achi,protein_coding,2564,FBgn0033749
CG13151,CG13151,protein_coding,1910,FBgn0033750
CG8818,CG8818,protein_coding,1535,FBgn0033751
CG8569,CG8569,protein_coding,2334,FBgn0033752
CG33632,CG33632,protein_coding,543,FBgn0053632
fra,fra,protein_coding,6320,FBgn0011592
CG33752,CG33752,protein_coding,558,FBgn0053752
CG30056,CG30056,protein_coding,596,FBgn0050056
CG33775,CG33775,protein_coding,549,FBgn0053775
Cyp301a1,Cyp301a1,protein_coding,1940,FBgn0033753
Ak6,Ak6,protein_coding,711,FBgn0033754
stil,stil,protein_coding,1171,FBgn0003527
ClC-b,ClC-b,protein_coding,2647,FBgn0033755
Sin3A,Sin3A,protein_coding,9421,FBgn0022764
lncRNA:CR30055,lncRNA:CR30055,ncRNA,2058,FBgn0050055
lncRNA:CR45279,lncRNA:CR45279,ncRNA,633,FBgn0266817
Amph,Amph,protein_coding,3205,FBgn0027356
lncRNA:CR43909,lncRNA:CR43909,ncRNA,1258,FBgn0264510
CG45086,CG45086,protein_coding,3050,FBgn0266487
Galphaq,Galphaq,protein_coding,6910,FBgn0004435
CG30054,CG30054,protein_coding,1120,FBgn0050054
CG17760,CG17760,protein_coding,1535,FBgn0033756
muskelin,muskelin,protein_coding,3115,FBgn0033757
CG33792,CG33792,protein_coding,678,FBgn0053792
spt4,spt4,protein_coding,457,FBgn0028683
CG33671,CG33671,protein_coding,1976,FBgn0061359
CG33672,CG33672,protein_coding,1976,FBgn0061360
Iswi,Iswi,protein_coding,3647,FBgn0011604
CG8785,CG8785,protein_coding,2189,FBgn0033760
CG8778,CG8778,protein_coding,1124,FBgn0033761
ZnT49B,ZnT49B,protein_coding,2549,FBgn0033762
CG8646,CG8646,protein_coding,1763,FBgn0033763
nemy,nemy,protein_coding,3597,FBgn0261673
GLS,GLS,protein_coding,4149,FBgn0261625
Nup188,Nup188,protein_coding,5786,FBgn0033766
CG13148,CG13148,protein_coding,1672,FBgn0033767
CG30053,CG30053,protein_coding,1088,FBgn0050053
Obp49a,Obp49a,protein_coding,780,FBgn0050052
CG8768,CG8768,protein_coding,1210,FBgn0033769
wuc,wuc,protein_coding,715,FBgn0033770
CG42663,CG42663,protein_coding,4068,FBgn0261545
Mos,Mos,protein_coding,1340,FBgn0033773
Taz,Taz,protein_coding,2174,FBgn0026619
mRpL18,mRpL18,protein_coding,740,FBgn0026741
ox,ox,protein_coding,331,FBgn0011227
Dgkepsilon,Dgkepsilon,protein_coding,2010,FBgn0020930
Nacalpha,Nacalpha,protein_coding,1097,FBgn0086904
CG12374,CG12374,protein_coding,1464,FBgn0033774
lncRNA:CR45266,lncRNA:CR45266,ncRNA,1672,FBgn0266804
sca,sca,protein_coding,3796,FBgn0003326
asRNA:CR45137,asRNA:CR45137,ncRNA,7115,FBgn0266630
CG17580,CG17580,protein_coding,1086,FBgn0040755
lncRNA:CR44453,lncRNA:CR44453,ncRNA,556,FBgn0265646
Cyp9h1,Cyp9h1,protein_coding,1617,FBgn0033775
Or49b,Or49b,protein_coding,1739,FBgn0028963
CG17575,CG17575,protein_coding,957,FBgn0250842
antr,antr,protein_coding,917,FBgn0050488
CG30486,CG30486,protein_coding,859,FBgn0050486
asRNA:CR45468,asRNA:CR45468,ncRNA,1157,FBgn0267024
CG17574,CG17574,protein_coding,3022,FBgn0033777
asRNA:CR45140,asRNA:CR45140,ncRNA,1244,FBgn0266633
bic,bic,protein_coding,1546,FBgn0000181
asRNA:CR43469,asRNA:CR43469,ncRNA,2199,FBgn0263446
Balat,Balat,protein_coding,1947,FBgn0033778
asRNA:CR43468,asRNA:CR43468,ncRNA,2060,FBgn0263445
Lfg,Lfg,protein_coding,1285,FBgn0025692
AspRS,AspRS,protein_coding,2266,FBgn0002069
Nmda1,Nmda1,protein_coding,2590,FBgn0013305
asRNA:CR45141,asRNA:CR45141,ncRNA,1673,FBgn0266634
vg,vg,protein_coding,3463,FBgn0003975
lncRNA:CR46237,lncRNA:CR46237,ncRNA,733,FBgn0267957
lncRNA:CR46336,lncRNA:CR46336,ncRNA,2443,FBgn0285940
lncRNA:CR46337,lncRNA:CR46337,ncRNA,1693,FBgn0285941
lncRNA:CR44461,lncRNA:CR44461,ncRNA,831,FBgn0265654
NAT1,NAT1,protein_coding,5665,FBgn0010488
CG13319,CG13319,protein_coding,691,FBgn0033781
sug,sug,protein_coding,1572,FBgn0033782
CG17019,CG17019,protein_coding,2865,FBgn0033783
SCCRO3,SCCRO3,protein_coding,2105,FBgn0033784
Sans,Sans,protein_coding,1905,FBgn0033785
CG30487,CG30487,protein_coding,728,FBgn0050487
Mdr49,Mdr49,protein_coding,4396,FBgn0004512
CG44251,CG44251,protein_coding,1917,FBgn0265186
CG44250,CG44250,protein_coding,1100,FBgn0265185
CG13321,CG13321,protein_coding,2043,FBgn0033787
Psc,Psc,protein_coding,6332,FBgn0005624
lncRNA:CR44339,lncRNA:CR44339,ncRNA,629,FBgn0265427
CG33798,CG33798,protein_coding,537,FBgn0053798
Su(z)2,Su(z)2,protein_coding,6721,FBgn0265623
CG13323,CG13323,protein_coding,2562,FBgn0033788
CG13324,CG13324,protein_coding,511,FBgn0033789
Drl-2,Drl-2,protein_coding,6020,FBgn0033791
CG44341,CG44341,protein_coding,946,FBgn0265429
CG13325,CG13325,protein_coding,4040,FBgn0033792
CG3955,CG3955,protein_coding,997,FBgn0033793
CG13326,CG13326,protein_coding,2778,FBgn0033794
Cap-G,Cap-G,protein_coding,4387,FBgn0259876
Ack-like,Ack-like,protein_coding,7757,FBgn0263998
TppII,TppII,protein_coding,4813,FBgn0020370
ND-MWFE,ND-MWFE,protein_coding,844,FBgn0085468
Nrk,Nrk,protein_coding,3235,FBgn0020391
CG15870,CG15870,protein_coding,586,FBgn0033798
GLaz,GLaz,protein_coding,1215,FBgn0033799
Spt-I,Spt-I,protein_coding,1830,FBgn0086532
asRNA:CR45142,asRNA:CR45142,ncRNA,2186,FBgn0266635
AGBE,AGBE,protein_coding,2322,FBgn0053138
CG33137,CG33137,protein_coding,623,FBgn0053137
CG17724,CG17724,protein_coding,8422,FBgn0033802
Kdm4B,Kdm4B,protein_coding,6742,FBgn0053182
seq,seq,protein_coding,6060,FBgn0028991
ValRS,ValRS,protein_coding,3412,FBgn0027079
Orc3,Orc3,protein_coding,3315,FBgn0005654
CG34315,CG34315,protein_coding,3315,FBgn0085344
FLASH,FLASH,protein_coding,3486,FBgn0033806
CG34235,CG34235,protein_coding,1761,FBgn0085264
CG30058,CG30058,protein_coding,1761,FBgn0050058
CG34312,CG34312,protein_coding,1827,FBgn0085341
AQP,AQP,protein_coding,1272,FBgn0033807
CG4627,CG4627,protein_coding,988,FBgn0033808
CG4630,CG4630,protein_coding,2178,FBgn0033809
CG4646,CG4646,protein_coding,797,FBgn0033810
CG17059,CG17059,protein_coding,423,FBgn0040754
Fsn,Fsn,protein_coding,1396,FBgn0043010
Dp,Dp,protein_coding,3198,FBgn0011763
lncRNA:CR43918,lncRNA:CR43918,ncRNA,288,FBgn0264539
Pex13,Pex13,protein_coding,1768,FBgn0033812
fsd,fsd,protein_coding,1020,FBgn0033813
Qsox1,Qsox1,protein_coding,2620,FBgn0033814
CG4676,CG4676,protein_coding,1024,FBgn0033815
CG4679,CG4679,protein_coding,2159,FBgn0033816
GstE14,GstE14,protein_coding,1008,FBgn0033817
lncRNA:CR45278,lncRNA:CR45278,ncRNA,1050,FBgn0266816
Mp20,Mp20,protein_coding,948,FBgn0002789
CG4712,CG4712,protein_coding,2251,FBgn0033818
CG4714,CG4714,protein_coding,2355,FBgn0033819
lncRNA:CR44343,lncRNA:CR44343,ncRNA,1002,FBgn0265443
CG4716,CG4716,protein_coding,860,FBgn0033820
CG10799,CG10799,protein_coding,592,FBgn0033821
CG42319,CG42319,protein_coding,3541,FBgn0259219
Dh31-R,Dh31-R,protein_coding,3284,FBgn0052843
CG4734,CG4734,protein_coding,1011,FBgn0033826
CG17047,CG17047,protein_coding,1914,FBgn0033827
lncRNA:CR44206,lncRNA:CR44206,ncRNA,2308,FBgn0265104
mir-184,mir-184,pre_miRNA,100,FBgn0262391
CG17048,CG17048,protein_coding,712,FBgn0033828
lncRNA:CR45312,lncRNA:CR45312,ncRNA,1011,FBgn0266851
CG10814,CG10814,protein_coding,1458,FBgn0033830
CG43691,CG43691,protein_coding,3792,FBgn0263774
AttC,AttC,protein_coding,900,FBgn0041579
CG4744,CG4744,protein_coding,4681,FBgn0033834
IMPPP,IMPPP,protein_coding,1160,FBgn0283462
CG18278,CG18278,protein_coding,1677,FBgn0033836
CR45470,CR45470,pseudogene,323,FBgn0267026
CG33470,CG33470,protein_coding,1159,FBgn0053470
CG30059,CG30059,protein_coding,1683,FBgn0260475
ATP8A,ATP8A,protein_coding,9093,FBgn0259221
CG30060,CG30060,protein_coding,670,FBgn0265272
tRNA:Ile-AAT-1-3,tRNA:Ile-AAT-1-3,tRNA,74,FBgn0011881
tRNA:Leu-CAA-2-1,tRNA:Leu-CAA-2-1,tRNA,83,FBgn0011909
tRNA:Ile-AAT-1-4,tRNA:Ile-AAT-1-4,tRNA,74,FBgn0011882
tRNA:Ile-AAT-1-5,tRNA:Ile-AAT-1-5,tRNA,74,FBgn0011883
tRNA:Ile-AAT-1-6,tRNA:Ile-AAT-1-6,tRNA,74,FBgn0011884
tRNA:Ile-AAT-1-7,tRNA:Ile-AAT-1-7,tRNA,74,FBgn0011885
tRNA:Leu-CAA-1-1,tRNA:Leu-CAA-1-1,tRNA,83,FBgn0011910
CG30065,CG30065,protein_coding,673,FBgn0050065
Ser8,Ser8,protein_coding,839,FBgn0019928
tRNA:Ile-AAT-1-8,tRNA:Ile-AAT-1-8,tRNA,74,FBgn0050509
cnn,cnn,protein_coding,6196,FBgn0013765
CG30062,CG30062,protein_coding,610,FBgn0050062
cbs,cbs,protein_coding,2257,FBgn0086757
arr,arr,protein_coding,6024,FBgn0000119
CG43192,CG43192,protein_coding,569,FBgn0262821
cbc,cbc,protein_coding,1654,FBgn0033842
cid,cid,protein_coding,1015,FBgn0040477
bbc,bbc,protein_coding,2843,FBgn0033844
drk,drk,protein_coding,2946,FBgn0004638
mars,mars,protein_coding,4815,FBgn0033845
mip120,mip120,protein_coding,3585,FBgn0033846
mEFTu1,mEFTu1,protein_coding,1776,FBgn0024556
Vmat,Vmat,protein_coding,8134,FBgn0260964
CG13330,CG13330,protein_coding,2129,FBgn0033848
CG13331,CG13331,protein_coding,1412,FBgn0033850
CG13332,CG13332,protein_coding,1072,FBgn0033851
tRNA:Lys-CTT-1-10,tRNA:Lys-CTT-1-10,tRNA,73,FBgn0011896
CG6145,CG6145,protein_coding,3271,FBgn0033853
CG33156,CG33156,protein_coding,3323,FBgn0053156
Roe1,Roe1,protein_coding,1065,FBgn0014877
link,link,protein_coding,1394,FBgn0033855
snoRNA:Psi28S-1153,snoRNA:Psi28S-1153,snoRNA,148,FBgn0083006
snoRNA:2R:9445205,snoRNA:2R:9445205,snoRNA,151,FBgn0263472
snoRNA:2R:9445410,snoRNA:2R:9445410,snoRNA,151,FBgn0263459
CG13334,CG13334,protein_coding,2224,FBgn0033856
CG42807,CG42807,protein_coding,2101,FBgn0261989
CG42808,CG42808,protein_coding,640,FBgn0261990
lncRNA:CR44365,lncRNA:CR44365,ncRNA,2633,FBgn0265496
lncRNA:CR44366,lncRNA:CR44366,ncRNA,1591,FBgn0265497
CG6191,CG6191,protein_coding,3745,FBgn0027581
CG45088,CG45088,protein_coding,3439,FBgn0266489
fand,fand,protein_coding,2793,FBgn0033859
S-Lap5,S-Lap5,protein_coding,2074,FBgn0033860
CG43058,CG43058,protein_coding,455,FBgn0262360
CG34236,CG34236,protein_coding,945,FBgn0085265
CG12464,CG12464,protein_coding,506,FBgn0033861
CG17716,CG17716,protein_coding,5978,FBgn0000633
CG6209,CG6209,protein_coding,2104,FBgn0033862
CG13337,CG13337,protein_coding,2643,FBgn0033863
CG18368,CG18368,protein_coding,3859,FBgn0033864
lncRNA:CR45031,lncRNA:CR45031,ncRNA,316,FBgn0266391
lncRNA:CR45032,lncRNA:CR45032,ncRNA,664,FBgn0266392
CG6220,CG6220,protein_coding,1427,FBgn0033865
CG6280,CG6280,protein_coding,3706,FBgn0033866
Cpr50Ca,Cpr50Ca,protein_coding,3427,FBgn0033867
S-Lap7,S-Lap7,protein_coding,2122,FBgn0033868
lncRNA:CR43810,lncRNA:CR43810,ncRNA,448,FBgn0264358
lncRNA:CR43811,lncRNA:CR43811,ncRNA,586,FBgn0264359
Cpr50Cb,Cpr50Cb,protein_coding,867,FBgn0033869
stj,stj,protein_coding,6273,FBgn0261041
fl(2)d,fl(2)d,protein_coding,2977,FBgn0000662
CG13339,CG13339,protein_coding,662,FBgn0033871
CG6329,CG6329,protein_coding,3924,FBgn0033872
CG6337,CG6337,protein_coding,1402,FBgn0033873
CG6347,CG6347,protein_coding,1312,FBgn0033874
CG6357,CG6357,protein_coding,1441,FBgn0033875
Syngr,Syngr,protein_coding,2710,FBgn0033876
CG30484,CG30484,protein_coding,3274,FBgn0050484
CG30485,CG30485,protein_coding,3102,FBgn0050485
mir-9379,mir-9379,pre_miRNA,57,FBgn0283553
Echs1,Echs1,protein_coding,1124,FBgn0033879
CG6553,CG6553,protein_coding,1145,FBgn0033880
asRNA:CR44367,asRNA:CR44367,ncRNA,1178,FBgn0265498
tum,tum,protein_coding,2353,FBgn0086356
Uba3,Uba3,protein_coding,1481,FBgn0263697
CG16935,CG16935,protein_coding,1316,FBgn0033883
CG13344,CG13344,protein_coding,2036,FBgn0033884
shot,shot,protein_coding,30414,FBgn0013733
DJ-1alpha,DJ-1alpha,protein_coding,735,FBgn0033885
AGO1,AGO1,protein_coding,8278,FBgn0262739
mRpL53,mRpL53,protein_coding,829,FBgn0050481
CG33155,CG33155,protein_coding,1193,FBgn0053155
Rpn13,Rpn13,protein_coding,1672,FBgn0033886
Cp1,Cp1,protein_coding,2066,FBgn0013770
CG42806,CG42806,protein_coding,803,FBgn0261975
PheRS-m,PheRS-m,protein_coding,1526,FBgn0275436
St4,St4,protein_coding,1183,FBgn0033887
CG18568,CG18568,protein_coding,1510,FBgn0033888
CG6701,CG6701,protein_coding,5412,FBgn0033889
Ctf4,Ctf4,protein_coding,2956,FBgn0033890
CG8067,CG8067,protein_coding,1336,FBgn0033891
RN-tre,RN-tre,protein_coding,5164,FBgn0020620
mam,mam,protein_coding,8869,FBgn0002643
mir-4978,mir-4978,pre_miRNA,147,FBgn0263539
CG18371,CG18371,protein_coding,477,FBgn0033893
Prosap,Prosap,protein_coding,9022,FBgn0040752
CG42287,CG42287,protein_coding,526,FBgn0259183
CG42288,CG42288,protein_coding,648,FBgn0259184
mir-989,mir-989,pre_miRNA,174,FBgn0262215
Rcd1,Rcd1,protein_coding,4142,FBgn0033897
pea,pea,protein_coding,3898,FBgn0086895
CG13018,CG13018,protein_coding,379,FBgn0040751
CG13016,CG13016,protein_coding,1475,FBgn0033899
CysRS-m,CysRS-m,protein_coding,2108,FBgn0033900
O-fut1,O-fut1,protein_coding,1570,FBgn0033901
eIF3m,eIF3m,protein_coding,1590,FBgn0033902
CG8323,CG8323,protein_coding,1460,FBgn0033903
CG18327,CG18327,protein_coding,1064,FBgn0033904
CG18324,CG18324,protein_coding,1401,FBgn0033905
asRNA:CR44368,asRNA:CR44368,ncRNA,1608,FBgn0265499
ReepB,ReepB,protein_coding,1576,FBgn0033906
mRpS16,mRpS16,protein_coding,546,FBgn0033907
cg,cg,protein_coding,5429,FBgn0000289
CG30069,CG30069,protein_coding,12808,FBgn0050069
VGAT,VGAT,protein_coding,2700,FBgn0033911
Sox15,Sox15,protein_coding,3651,FBgn0005613
RpS23,RpS23,protein_coding,865,FBgn0033912
mir-308,mir-308,pre_miRNA,63,FBgn0262407
CG8468,CG8468,protein_coding,3961,FBgn0033913
Opa1,Opa1,protein_coding,3968,FBgn0261276
mir-1016,mir-1016,pre_miRNA,58,FBgn0262427
CG8485,CG8485,protein_coding,3428,FBgn0033915
Usp20-33,Usp20-33,protein_coding,3423,FBgn0033916
SmydA-1,SmydA-1,protein_coding,1774,FBgn0033917
Mdr50,Mdr50,protein_coding,4256,FBgn0010241
Hsc70-5,Hsc70-5,protein_coding,2922,FBgn0001220
CG8531,CG8531,protein_coding,2001,FBgn0033918
beta4GalNAcTA,beta4GalNAcTA,protein_coding,1867,FBgn0027538
CG8547,CG8547,protein_coding,2835,FBgn0033919
Sps1,Sps1,protein_coding,1887,FBgn0261270
conv,conv,protein_coding,4343,FBgn0261269
Ih,Ih,protein_coding,12715,FBgn0263397
tej,tej,protein_coding,1942,FBgn0033921
Shrm,Shrm,protein_coding,6207,FBgn0085408
CG8613,CG8613,protein_coding,2984,FBgn0033924
CG8617,CG8617,protein_coding,1328,FBgn0033925
Arc1,Arc1,protein_coding,2371,FBgn0033926
CR10102,CR10102,pseudogene,1348,FBgn0033927
Arc2,Arc2,protein_coding,902,FBgn0033928
Tfb1,Tfb1,protein_coding,2176,FBgn0033929
CG34184,CG34184,protein_coding,715,FBgn0085213
CG34442,CG34442,protein_coding,831,FBgn0085471
CG34443,CG34443,protein_coding,790,FBgn0085472
CG34444,CG34444,protein_coding,920,FBgn0085473
Obp50a,Obp50a,protein_coding,728,FBgn0050067
Obp50c,Obp50c,protein_coding,1648,FBgn0050072
Obp50b,Obp50b,protein_coding,1648,FBgn0050073
Obp50d,Obp50d,protein_coding,587,FBgn0050074
CG34185,CG34185,protein_coding,450,FBgn0085214
Obp50e,Obp50e,protein_coding,755,FBgn0033931
CG30075,CG30075,protein_coding,703,FBgn0050075
Dh44-R1,Dh44-R1,protein_coding,2475,FBgn0033932
CG10104,CG10104,protein_coding,1514,FBgn0033933
lncRNA:CR44369,lncRNA:CR44369,ncRNA,508,FBgn0265500
CG17385,CG17385,protein_coding,1853,FBgn0033934
Sin1,Sin1,protein_coding,2027,FBgn0033935
Achl,Achl,protein_coding,4441,FBgn0033936
phyl,phyl,protein_coding,1839,FBgn0013725
lncRNA:CR45277,lncRNA:CR45277,ncRNA,466,FBgn0266815
Oaz,Oaz,protein_coding,5344,FBgn0284250
lncRNA:CR44462,lncRNA:CR44462,ncRNA,620,FBgn0265655
PRAS40,PRAS40,protein_coding,2632,FBgn0267824
Cpsf160,Cpsf160,protein_coding,4845,FBgn0024698
Asx,Asx,protein_coding,7167,FBgn0261823
Cpr51A,Cpr51A,protein_coding,651,FBgn0033942
CG30197,CG30197,protein_coding,481,FBgn0050197
ttv,ttv,protein_coding,7027,FBgn0265974
CG30076,CG30076,protein_coding,1829,FBgn0050076
CG43919,CG43919,protein_coding,474,FBgn0264540
LamC,LamC,protein_coding,2450,FBgn0010397
CG12869,CG12869,protein_coding,3339,FBgn0033943
RpI1,RpI1,protein_coding,5078,FBgn0019938
Blos1,Blos1,protein_coding,675,FBgn0050077
tra2,tra2,protein_coding,1844,FBgn0003742
scaRNA:PsiU5-44,scaRNA:PsiU5-44,snoRNA,139,FBgn0263487
CG12868,CG12868,protein_coding,688,FBgn0033945
CG33469,CG33469,protein_coding,651,FBgn0053469
CG33468,CG33468,protein_coding,607,FBgn0053468
Su(var)2-HP2,Su(var)2-HP2,protein_coding,10289,FBgn0026427
Sec61beta,Sec61beta,protein_coding,792,FBgn0010638
CG12863,CG12863,protein_coding,1417,FBgn0033948
Uhg5,Uhg5,ncRNA,808,FBgn0083123
snoRNA:Me18S-C1366,snoRNA:Me18S-C1366,snoRNA,100,FBgn0082951
snoRNA:Me28S-C3227a,snoRNA:Me28S-C3227a,snoRNA,80,FBgn0082940
snoRNA:Me28S-C3227b,snoRNA:Me28S-C3227b,snoRNA,80,FBgn0082939
snoRNA:Me28S-U1848,snoRNA:Me28S-U1848,snoRNA,80,FBgn0082926
snoRNA:Me18S-G1952,snoRNA:Me18S-G1952,snoRNA,76,FBgn0082950
snoRNA:Me18S-A1061,snoRNA:Me18S-A1061,snoRNA,76,FBgn0082952
snoRNA:Me28S-A992,snoRNA:Me28S-A992,snoRNA,71,FBgn0082941
snoRNA:Me28S-G2703a,snoRNA:Me28S-G2703a,snoRNA,91,FBgn0082931
snoRNA:Me28S-G2703b,snoRNA:Me28S-G2703b,snoRNA,87,FBgn0082930
snoRNA:Me28S-G2703c,snoRNA:Me28S-G2703c,snoRNA,85,FBgn0082929
snoRNA:Or-CD4,snoRNA:Or-CD4,snoRNA,78,FBgn0082919
Had2,Had2,protein_coding,1058,FBgn0033949
CG43236,CG43236,protein_coding,398,FBgn0262881
lncRNA:CR42715,lncRNA:CR42715,ncRNA,337,FBgn0261632
CG12862,CG12862,protein_coding,324,FBgn0033950
CG10139,CG10139,protein_coding,1018,FBgn0033951
Adgf-E,Adgf-E,protein_coding,1791,FBgn0033952
CG12861,CG12861,protein_coding,1111,FBgn0033953
CG12860,CG12860,protein_coding,1177,FBgn0033954
CG12866,CG12866,protein_coding,2870,FBgn0033955
mspo,mspo,protein_coding,3131,FBgn0020269
CG30479,CG30479,protein_coding,3601,FBgn0050479
CG30480,CG30480,protein_coding,3531,FBgn0050480
CG43428,CG43428,protein_coding,1665,FBgn0263376
jef,jef,protein_coding,4422,FBgn0033958
Dro,Dro,protein_coding,754,FBgn0010388
AttA,AttA,protein_coding,790,FBgn0012042
AttB,AttB,protein_coding,879,FBgn0041581
Rpn6,Rpn6,protein_coding,1945,FBgn0028689
ave,ave,protein_coding,546,FBgn0050476
CG10151,CG10151,protein_coding,2508,FBgn0033960
ND-B15,ND-B15,protein_coding,477,FBgn0033961
Trs31,Trs31,protein_coding,666,FBgn0266723
CG12857,CG12857,protein_coding,1584,FBgn0033963
Spred,Spred,protein_coding,4167,FBgn0020767
asRNA:CR42254,asRNA:CR42254,ncRNA,1372,FBgn0259112
BEAF-32,BEAF-32,protein_coding,1919,FBgn0015602
kn,kn,protein_coding,4391,FBgn0001319
hui,hui,protein_coding,821,FBgn0033968
Pgm2b,Pgm2b,protein_coding,2059,FBgn0033969
lncRNA:CR45329,lncRNA:CR45329,ncRNA,821,FBgn0266868
CG10205,CG10205,protein_coding,904,FBgn0033970
NaPi-T,NaPi-T,protein_coding,2660,FBgn0016684
CG10209,CG10209,protein_coding,2024,FBgn0033971
SMC2,SMC2,protein_coding,3690,FBgn0027783
Ercc1,Ercc1,protein_coding,950,FBgn0028434
Ciao1,Ciao1,protein_coding,1186,FBgn0033972
HPS1,HPS1,protein_coding,2074,FBgn0033973
CG33506,CG33506,protein_coding,1073,FBgn0053506
U3-55K,U3-55K,protein_coding,1690,FBgn0053505
Pcf11,Pcf11,protein_coding,7815,FBgn0264962
Cyp6a22,Cyp6a22,protein_coding,2165,FBgn0013773
Cyp6a17,Cyp6a17,protein_coding,1727,FBgn0015714
Cyp6a23,Cyp6a23,protein_coding,1761,FBgn0033978
Cyp6a19,Cyp6a19,protein_coding,1913,FBgn0033979
Cyp6a9,Cyp6a9,protein_coding,1964,FBgn0013771
Cyp6a20,Cyp6a20,protein_coding,1801,FBgn0033980
Cyp6a21,Cyp6a21,protein_coding,1631,FBgn0033981
Cyp6a8,Cyp6a8,protein_coding,1781,FBgn0013772
Cyp317a1,Cyp317a1,protein_coding,4078,FBgn0033982
Kank,Kank,protein_coding,7416,FBgn0027596
ADPS,ADPS,protein_coding,2838,FBgn0033983
CG12853,CG12853,protein_coding,329,FBgn0040747
Lap1,Lap1,protein_coding,4604,FBgn0033984
CG10257,CG10257,protein_coding,1377,FBgn0033985
aPKC,aPKC,protein_coding,6433,FBgn0261854
ckn,ckn,protein_coding,5142,FBgn0033987
pcs,pcs,protein_coding,2216,FBgn0033988
tRNA:Leu-AAG-1-1,tRNA:Leu-AAG-1-1,tRNA,82,FBgn0050241
CG7639,CG7639,protein_coding,1834,FBgn0033989
CG10265,CG10265,protein_coding,1421,FBgn0033990
lncRNA:CR43830,lncRNA:CR43830,ncRNA,540,FBgn0264378
hbs,hbs,protein_coding,5478,FBgn0029082
CG43101,CG43101,protein_coding,405,FBgn0262547
Obp51a,Obp51a,protein_coding,398,FBgn0043530
